1	2	1
1	4	6
1	5	4
1	6	1
1	7	1
1	8	1
1	9	1
1	10	4
1	11	3
1	12	1
1	13	3
1	15	1
1	16	4
1	17	4
1	18	1
1	19	1
1	20	2
1	21	8
1	24	3
1	25	1
1	26	3
1	27	3
1	28	1
1	29	1
1	30	4
1	31	1
1	32	1
1	33	1
1	34	5
1	35	2
1	36	2
1	37	5
1	38	6
1	39	10
1	42	2
1	43	8
1	44	2
1	45	2
1	46	4
1	47	4
1	48	2
1	49	1
1	50	6
1	51	2
1	52	1
1	54	2
1	55	2
1	56	3
1	57	4
1	58	3
1	59	4
1	61	1
1	62	1
1	64	4
1	65	1
1	66	3
1	67	2
1	68	3
1	69	1
1	70	3
1	71	1
1	72	1
1	73	5
1	75	3
1	76	2
2	3	2
2	4	1
2	5	1
2	6	2
2	7	1
2	11	1
2	12	2
2	13	2
2	14	2
2	15	1
2	17	1
2	18	1
2	19	2
2	21	5
2	22	3
2	23	4
2	24	8
2	25	1
2	26	1
2	27	2
2	29	1
2	30	3
2	31	1
2	32	4
2	33	1
2	34	1
2	35	2
2	36	2
2	37	1
2	38	1
2	40	3
2	42	1
2	43	5
2	44	7
2	46	1
2	47	2
2	48	5
2	49	1
2	50	2
2	51	1
2	53	1
2	55	5
2	56	5
2	57	2
2	58	2
2	59	2
2	60	3
2	61	2
2	62	2
2	63	3
2	65	10
2	66	2
2	67	1
2	70	4
2	71	4
2	72	1
2	73	1
2	74	1
2	76	1
3	6	4
3	8	1
3	9	1
3	12	3
3	13	1
3	17	1
3	18	3
3	21	1
3	22	4
3	23	5
3	24	13
3	25	3
3	27	1
3	29	1
3	30	5
3	31	3
3	32	1
3	35	3
3	37	1
3	42	4
3	43	8
3	44	7
3	46	1
3	47	1
3	48	6
3	53	1
3	55	4
3	56	5
3	61	1
3	62	1
3	63	1
3	65	8
3	66	2
3	67	2
3	70	2
3	71	2
3	72	1
3	73	1
3	76	4
4	5	2
4	6	1
4	7	2
4	9	3
4	10	2
4	11	3
4	12	3
4	13	3
4	14	3
4	16	6
4	17	1
4	18	1
4	19	2
4	20	2
4	21	7
4	22	1
4	23	1
4	24	2
4	26	1
4	27	2
4	28	1
4	30	5
4	31	1
4	32	2
4	34	4
4	35	1
4	36	1
4	37	5
4	38	1
4	39	2
4	41	2
4	42	2
4	43	5
4	44	1
4	45	1
4	46	3
4	47	2
4	48	2
4	49	2
4	50	5
4	52	1
4	54	2
4	55	5
4	56	1
4	57	1
4	58	1
4	59	2
4	60	2
4	62	2
4	63	1
4	64	1
4	65	2
4	66	2
4	68	4
4	69	1
4	70	1
4	71	1
4	73	1
4	74	3
4	75	1
5	7	1
5	9	3
5	10	3
5	11	3
5	12	4
5	13	3
5	15	4
5	17	2
5	18	2
5	19	1
5	20	2
5	21	9
5	23	1
5	24	3
5	26	6
5	27	2
5	28	2
5	29	1
5	30	3
5	32	5
5	34	4
5	35	2
5	37	3
5	38	5
5	39	2
5	40	1
5	41	3
5	42	2
5	43	3
5	44	1
5	45	2
5	47	6
5	48	3
5	50	4
5	51	1
5	52	2
5	53	1
5	54	2
5	55	2
5	57	1
5	59	3
5	60	2
5	61	2
5	62	1
5	64	2
5	66	2
5	67	1
5	68	5
5	70	1
5	71	2
5	73	7
5	74	1
5	75	2
6	8	1
6	9	3
6	11	2
6	12	2
6	13	2
6	14	1
6	16	2
6	18	3
6	20	1
6	22	13
6	23	3
6	24	9
6	25	2
6	26	1
6	28	1
6	29	1
6	30	3
6	31	4
6	32	5
6	33	2
6	34	1
6	35	2
6	36	2
6	37	1
6	38	1
6	39	1
6	41	2
6	43	10
6	44	11
6	47	2
6	48	6
6	49	1
6	50	1
6	52	1
6	53	1
6	54	2
6	55	5
6	56	5
6	57	1
6	58	3
6	59	1
6	60	3
6	62	1
6	64	2
6	65	14
6	66	4
6	69	3
6	70	5
6	71	1
6	72	2
6	73	2
6	74	1
6	76	5
7	9	2
7	10	2
7	11	1
7	12	8
7	15	1
7	21	4
7	23	1
7	24	1
7	27	2
7	28	4
7	30	1
7	31	1
7	32	5
7	37	1
7	40	6
7	41	1
7	42	5
7	43	1
7	45	1
7	46	1
7	48	2
7	49	2
7	50	1
7	52	1
7	55	2
7	59	1
7	60	2
7	68	1
7	70	2
7	71	2
7	73	1
7	74	1
8	9	1
8	12	1
8	13	1
8	14	1
8	15	1
8	16	3
8	17	1
8	19	1
8	21	3
8	22	1
8	23	1
8	24	1
8	26	2
8	30	1
8	32	3
8	35	1
8	36	1
8	46	1
8	47	1
8	48	1
8	50	1
8	53	1
8	54	1
8	55	1
8	58	1
8	59	1
8	60	2
8	61	1
8	62	1
8	65	1
8	69	1
8	70	2
8	71	1
8	73	4
8	74	1
9	10	1
9	11	7
9	12	6
9	13	1
9	16	1
9	17	1
9	18	1
9	19	2
9	20	3
9	21	7
9	22	1
9	23	2
9	24	3
9	25	1
9	26	2
9	27	2
9	28	3
9	29	1
9	30	3
9	31	1
9	32	2
9	33	4
9	34	2
9	35	1
9	36	5
9	38	1
9	40	1
9	41	5
9	42	4
9	43	3
9	44	4
9	45	1
9	47	4
9	48	8
9	49	2
9	50	3
9	51	2
9	52	2
9	53	3
9	54	7
9	55	9
9	56	3
9	57	2
9	58	3
9	59	5
9	60	1
9	61	1
9	62	2
9	63	2
9	64	3
9	65	4
9	66	3
9	67	4
9	68	1
9	69	3
9	70	2
9	71	2
9	72	4
9	73	6
9	74	2
9	75	1
10	11	3
10	12	3
10	13	1
10	15	2
10	16	1
10	18	1
10	19	1
10	20	1
10	21	5
10	24	2
10	26	4
10	28	1
10	29	1
10	30	3
10	32	6
10	33	1
10	34	4
10	35	1
10	36	1
10	37	1
10	38	1
10	40	5
10	41	3
10	42	1
10	43	3
10	44	1
10	45	1
10	46	1
10	47	3
10	48	3
10	50	2
10	52	1
10	53	1
10	54	2
10	55	3
10	56	2
10	57	2
10	59	1
10	62	1
10	63	1
10	66	4
10	67	2
10	68	6
10	70	2
10	71	3
10	73	2
10	75	1
10	76	1
11	12	3
11	13	2
11	14	3
11	15	2
11	16	3
11	17	1
11	18	1
11	19	3
11	20	2
11	21	9
11	23	1
11	24	2
11	25	2
11	26	5
11	27	2
11	28	1
11	29	1
11	30	1
11	31	1
11	32	5
11	33	2
11	34	4
11	36	3
11	37	1
11	38	1
11	41	5
11	42	1
11	43	8
11	44	2
11	46	1
11	47	2
11	48	4
11	49	2
11	50	10
11	51	3
11	52	1
11	53	1
11	54	1
11	55	4
11	56	5
11	57	5
11	58	1
11	59	5
11	60	3
11	61	2
11	62	2
11	64	2
11	65	3
11	66	2
11	67	9
11	68	2
11	69	2
11	70	4
11	71	3
11	72	3
11	73	4
11	74	2
11	75	3
12	13	4
12	14	3
12	15	2
12	16	3
12	17	2
12	19	2
12	20	1
12	21	15
12	22	2
12	23	9
12	24	15
12	25	2
12	26	2
12	27	5
12	28	10
12	29	4
12	30	6
12	31	3
12	32	12
12	33	3
12	34	5
12	35	1
12	36	3
12	37	6
12	38	3
12	40	4
12	41	8
12	42	23
12	43	12
12	44	8
12	45	4
12	47	12
12	48	12
12	49	3
12	50	3
12	51	1
12	52	3
12	53	4
12	54	1
12	55	15
12	56	8
12	57	1
12	59	10
12	60	1
12	61	5
12	62	6
12	63	8
12	64	2
12	65	10
12	66	3
12	67	8
12	68	4
12	69	2
12	70	7
12	71	2
12	72	1
12	73	9
12	74	3
12	75	1
12	76	1
13	14	1
13	16	1
13	17	2
13	20	1
13	21	6
13	22	1
13	23	1
13	24	5
13	26	3
13	28	1
13	30	8
13	31	3
13	32	5
13	34	2
13	35	3
13	36	2
13	37	5
13	38	3
13	41	2
13	42	2
13	43	6
13	44	2
13	47	1
13	48	3
13	49	1
13	50	3
13	52	2
13	54	2
13	56	1
13	59	3
13	61	1
13	63	3
13	64	2
13	65	3
13	66	1
13	67	1
13	69	1
13	70	7
13	71	3
13	73	5
13	74	1
13	75	1
13	76	1
14	15	1
14	16	2
14	17	1
14	18	3
14	21	3
14	22	2
14	23	3
14	24	3
14	25	1
14	26	2
14	28	1
14	32	1
14	33	1
14	35	2
14	41	1
14	43	1
14	44	2
14	47	1
14	50	3
14	51	1
14	52	1
14	53	1
14	55	6
14	56	2
14	57	1
14	59	2
14	60	1
14	62	3
14	63	1
14	65	2
14	66	1
14	67	1
14	70	2
14	71	2
14	73	3
14	74	2
14	75	1
15	16	2
15	18	3
15	20	1
15	21	3
15	23	1
15	24	2
15	28	1
15	30	1
15	32	2
15	33	2
15	34	3
15	35	1
15	37	1
15	38	2
15	40	1
15	41	4
15	42	2
15	43	3
15	44	1
15	46	2
15	47	3
15	48	3
15	50	1
15	53	1
15	54	2
15	55	7
15	56	2
15	57	2
15	58	2
15	59	1
15	60	1
15	61	2
15	62	2
15	63	1
15	64	1
15	65	3
15	66	2
15	67	1
15	68	3
15	69	2
15	70	1
15	71	2
15	72	1
15	73	3
15	75	2
16	18	2
16	19	3
16	20	3
16	21	4
16	22	2
16	26	1
16	27	2
16	28	1
16	29	1
16	30	1
16	32	2
16	34	3
16	36	1
16	41	2
16	42	2
16	43	2
16	45	2
16	46	2
16	47	3
16	48	1
16	50	1
16	51	1
16	53	2
16	54	2
16	55	6
16	56	4
16	57	1
16	58	1
16	59	5
16	61	1
16	63	1
16	65	2
16	66	1
16	67	2
16	68	1
16	70	1
16	71	1
16	73	5
16	74	1
16	75	1
16	76	1
17	18	3
17	20	1
17	21	8
17	23	3
17	24	4
17	26	3
17	27	1
17	30	4
17	33	1
17	34	1
17	35	2
17	36	3
17	38	2
17	39	1
17	40	2
17	41	2
17	42	1
17	43	3
17	44	2
17	48	1
17	50	1
17	53	3
17	54	1
17	55	2
17	56	1
17	57	1
17	59	3
17	62	1
17	63	3
17	65	2
17	67	1
17	68	1
17	70	2
17	71	1
17	72	1
17	73	1
17	74	1
17	75	1
18	19	1
18	20	2
18	21	3
18	22	3
18	23	5
18	24	7
18	25	1
18	26	1
18	30	1
18	31	1
18	32	1
18	34	1
18	35	3
18	37	1
18	40	1
18	42	2
18	43	5
18	44	5
18	46	1
18	47	1
18	48	4
18	50	1
18	52	1
18	53	1
18	55	5
18	56	4
18	57	1
18	58	2
18	60	3
18	62	1
18	63	1
18	64	1
18	65	6
18	66	2
18	67	1
18	68	2
18	70	4
18	71	1
18	72	2
18	73	1
18	74	2
18	75	1
18	76	1
19	20	2
19	21	7
19	23	1
19	24	1
19	27	3
19	29	1
19	32	5
19	33	1
19	34	4
19	36	2
19	37	1
19	40	1
19	41	1
19	42	1
19	43	1
19	44	1
19	45	1
19	47	1
19	48	5
19	49	1
19	50	6
19	52	1
19	53	2
19	54	2
19	55	3
19	56	2
19	57	1
19	58	1
19	59	2
19	60	3
19	62	2
19	63	1
19	64	1
19	65	1
19	66	1
19	67	1
19	69	2
19	73	2
19	74	2
19	76	1
20	21	1
20	22	1
20	27	2
20	28	1
20	31	1
20	32	2
20	34	1
20	35	2
20	36	2
20	37	1
20	40	2
20	41	2
20	42	1
20	43	2
20	44	1
20	45	1
20	47	2
20	48	2
20	50	3
20	53	2
20	55	4
20	56	2
20	59	2
20	60	1
20	65	2
20	67	1
20	68	3
20	70	1
20	73	1
20	76	1
21	23	9
21	24	8
21	25	1
21	26	11
21	27	4
21	29	6
21	30	7
21	31	1
21	32	17
21	33	5
21	34	5
21	35	3
21	36	3
21	37	6
21	38	7
21	39	4
21	40	7
21	42	8
21	43	9
21	44	3
21	45	5
21	46	4
21	47	6
21	48	8
21	49	2
21	50	10
21	51	2
21	52	3
21	53	5
21	54	1
21	55	7
21	56	6
21	57	4
21	58	3
21	59	1
21	60	2
21	61	6
21	62	8
21	63	8
21	64	2
21	65	4
21	66	2
21	67	4
21	68	2
21	69	2
21	70	10
21	71	6
21	72	1
21	73	6
21	74	6
21	75	4
21	76	1
22	23	2
22	24	5
22	25	2
22	29	1
22	30	1
22	31	2
22	32	4
22	33	2
22	35	2
22	43	6
22	44	9
22	47	2
22	48	5
22	53	1
22	54	1
22	55	6
22	56	5
22	58	1
22	59	1
22	60	3
22	62	1
22	64	1
22	65	13
22	66	2
22	69	1
22	70	3
22	71	1
22	72	1
22	73	1
22	74	1
22	76	3
23	24	15
23	26	3
23	27	2
23	29	1
23	30	6
23	31	2
23	32	3
23	33	1
23	35	1
23	36	3
23	37	2
23	38	1
23	41	1
23	42	3
23	43	8
23	44	9
23	45	1
23	46	1
23	47	3
23	48	9
23	50	3
23	52	4
23	53	3
23	55	6
23	56	4
23	57	2
23	60	2
23	61	3
23	62	1
23	63	3
23	64	2
23	65	9
23	66	4
23	67	2
23	68	1
23	69	1
23	70	6
23	72	2
23	73	1
23	76	2
24	25	6
24	26	5
24	27	2
24	28	3
24	29	1
24	30	15
24	31	6
24	32	9
24	33	1
24	34	4
24	35	6
24	36	3
24	37	5
24	38	2
24	39	2
24	40	1
24	41	7
24	42	9
24	43	19
24	44	17
24	45	1
24	46	1
24	47	4
24	48	12
24	51	1
24	52	3
24	53	2
24	54	1
24	55	13
24	56	9
24	57	2
24	58	2
24	60	3
24	61	2
24	62	1
24	63	6
24	64	2
24	65	21
24	66	6
24	67	5
24	69	3
24	70	13
24	71	4
24	72	2
24	73	6
24	74	1
24	75	2
24	76	8
25	26	3
25	30	3
25	31	2
25	35	1
25	37	1
25	41	1
25	42	2
25	43	4
25	44	5
25	48	2
25	49	1
25	50	1
25	51	1
25	54	1
25	55	2
25	56	5
25	57	3
25	61	1
25	65	6
25	66	1
25	67	2
25	75	1
25	76	3
26	27	3
26	30	3
26	31	1
26	32	2
26	33	1
26	34	1
26	35	1
26	36	2
26	37	1
26	38	2
26	39	1
26	40	1
26	41	2
26	42	1
26	43	6
26	44	4
26	45	4
26	46	1
26	47	5
26	48	4
26	50	5
26	51	5
26	52	2
26	53	2
26	54	2
26	55	1
26	56	2
26	57	3
26	59	2
26	60	1
26	61	3
26	62	3
26	64	1
26	65	3
26	66	3
26	67	3
26	68	1
26	69	2
26	70	6
26	71	2
26	72	2
26	73	1
26	74	3
26	75	3
27	28	1
27	29	2
27	30	1
27	31	1
27	32	4
27	33	1
27	34	2
27	36	1
27	38	1
27	39	2
27	40	2
27	41	2
27	42	6
27	43	1
27	44	2
27	45	4
27	46	2
27	47	4
27	48	5
27	50	2
27	51	1
27	52	2
27	53	3
27	55	2
27	56	4
27	57	1
27	59	4
27	60	2
27	61	3
27	62	2
27	63	1
27	64	1
27	65	1
27	66	1
27	67	4
27	68	1
27	69	1
27	70	4
27	71	1
27	73	5
27	74	2
27	75	1
28	32	3
28	34	1
28	35	2
28	36	2
28	37	1
28	38	1
28	41	5
28	42	6
28	43	2
28	44	1
28	47	2
28	48	2
28	49	2
28	54	2
28	55	4
28	56	5
28	58	1
28	59	3
28	63	2
28	65	3
28	66	1
28	68	2
28	69	4
28	70	3
28	73	4
28	74	1
29	30	1
29	32	4
29	37	1
29	39	1
29	40	1
29	42	3
29	43	1
29	44	3
29	45	2
29	46	1
29	47	3
29	48	6
29	49	1
29	51	1
29	53	1
29	55	3
29	56	1
29	57	1
29	58	1
29	59	3
29	61	2
29	63	5
29	64	1
29	65	1
29	66	1
29	67	2
29	68	1
29	71	1
29	73	1
29	74	1
30	31	6
30	32	6
30	33	2
30	34	3
30	35	6
30	36	3
30	37	3
30	38	3
30	41	1
30	42	2
30	43	12
30	44	11
30	45	2
30	46	1
30	48	5
30	49	2
30	50	2
30	51	1
30	52	2
30	53	2
30	54	2
30	55	4
30	56	2
30	57	3
30	58	3
30	60	2
30	61	2
30	62	1
30	63	4
30	64	3
30	65	8
30	66	4
30	67	1
30	68	4
30	70	7
30	71	3
30	72	2
30	73	4
30	75	1
30	76	2
31	32	3
31	33	1
31	34	1
31	35	2
31	36	2
31	37	1
31	38	1
31	42	1
31	43	11
31	44	7
31	45	2
31	48	5
31	49	1
31	50	1
31	51	1
31	52	1
31	53	1
31	55	1
31	56	4
31	57	1
31	58	2
31	60	1
31	62	1
31	63	1
31	64	3
31	65	5
31	66	2
31	68	1
31	70	2
31	71	1
31	72	1
31	73	2
31	76	5
32	33	2
32	34	4
32	35	2
32	36	1
32	37	3
32	39	1
32	40	5
32	41	2
32	42	7
32	43	8
32	44	8
32	45	3
32	46	3
32	47	2
32	48	9
32	49	2
32	50	4
32	51	1
32	52	1
32	53	3
32	54	2
32	55	7
32	56	6
32	57	1
32	58	5
32	59	1
32	60	6
32	61	2
32	62	5
32	63	7
32	64	3
32	65	7
32	66	1
32	67	5
32	68	3
32	69	4
32	70	6
32	71	5
32	72	1
32	73	7
32	74	5
32	76	3
33	34	2
33	36	3
33	37	1
33	40	4
33	41	1
33	42	1
33	43	1
33	44	3
33	45	3
33	47	3
33	48	6
33	49	2
33	50	1
33	51	1
33	54	1
33	55	3
33	56	2
33	57	2
33	58	2
33	60	1
33	62	3
33	63	2
33	64	3
33	65	2
33	66	2
33	67	1
33	68	1
33	69	1
33	70	1
33	71	1
33	72	3
33	73	2
33	74	2
33	75	1
34	35	2
34	36	1
34	37	5
34	38	2
34	39	2
34	40	1
34	41	4
34	42	2
34	43	6
34	44	1
34	45	1
34	46	1
34	47	1
34	48	4
34	49	2
34	50	3
34	51	2
34	52	2
34	53	3
34	54	1
34	55	5
34	56	4
34	57	2
34	58	3
34	59	5
34	60	1
34	62	1
34	64	3
34	65	1
34	67	4
34	68	6
34	69	2
34	70	7
34	71	3
34	73	5
34	74	3
34	75	1
34	76	2
35	36	1
35	37	2
35	38	1
35	39	1
35	40	2
35	42	2
35	43	4
35	44	5
35	45	1
35	46	1
35	48	3
35	50	1
35	52	1
35	54	1
35	55	1
35	56	1
35	57	2
35	59	2
35	60	2
35	62	1
35	64	3
35	65	7
35	66	2
35	68	1
35	69	2
35	70	9
35	71	4
35	73	3
35	74	1
35	76	2
36	38	1
36	41	4
36	42	3
36	43	5
36	44	5
36	48	6
36	49	3
36	50	2
36	51	1
36	53	1
36	54	1
36	55	3
36	56	3
36	57	1
36	58	1
36	59	3
36	60	1
36	62	1
36	64	2
36	65	4
36	66	3
36	67	1
36	68	4
36	69	1
36	70	4
36	72	4
36	73	1
36	75	1
36	76	2
37	38	1
37	39	2
37	40	1
37	41	2
37	42	1
37	43	9
37	44	4
37	46	2
37	47	2
37	48	4
37	49	1
37	50	2
37	52	2
37	53	2
37	55	2
37	56	3
37	58	1
37	59	2
37	60	3
37	61	2
37	62	1
37	63	2
37	64	1
37	65	4
37	66	2
37	68	3
37	69	1
37	70	8
37	71	2
37	72	1
37	74	1
37	76	2
38	39	3
38	41	2
38	42	2
38	43	3
38	47	2
38	48	1
38	50	4
38	51	1
38	53	1
38	54	3
38	56	1
38	57	1
38	58	1
38	59	1
38	61	2
38	62	2
38	63	1
38	67	2
38	68	1
38	70	1
38	73	1
38	74	1
38	75	1
38	76	1
39	42	1
39	43	1
39	44	1
39	45	2
39	46	2
39	47	2
39	49	1
39	50	2
39	51	1
39	55	1
39	57	2
39	58	2
39	59	1
39	62	1
39	64	3
39	68	1
39	69	1
39	70	1
39	73	2
39	75	1
39	76	1
40	42	2
40	45	2
40	47	2
40	48	1
40	49	1
40	50	3
40	54	1
40	55	1
40	57	1
40	59	1
40	60	2
40	62	3
40	63	3
40	68	2
40	70	3
40	71	2
